Data transação;CNPJ;Emitente;Descrição;docto;Natureção oper;Imposto;Vencimento;Tipo imp;Cod ret;Aliq;Valor imposto;Total NF
06/11/14;4002;04055601000152;BECOMEX CONSULTORIA LTDA;BECOMEX;0007370;293392;0;19/12/14;IRPF;1708;1,5;295,57;19704,43
06/11/14;4002;04055601000152;BECOMEX CONSULTORIA LTDA;BECOMEX;0007370;293392;0;15/12/14;IRPF;5952;4,65;916,25;19704,43
06/11/14;4052;80663958000525;COMISSARIA DE DESPACHOS NELSON SEARA HEUSI LTDA;NELSON SEARA;0003013;193394;0;28/11/14;IRPF;5952;4,65;19,12;411,48
06/11/14;4052;80663958000525;COMISSARIA DE DESPACHOS NELSON SEARA HEUSI LTDA;NELSON SEARA;0003014;193394;0;28/11/14;IRPF;5952;4,65;19,12;411,48
06/11/14;4052;80663958000525;COMISSARIA DE DESPACHOS NELSON SEARA HEUSI LTDA;NELSON SEARA;0003049;193394;0;28/11/14;IRPF;5952;4,65;19,12;411,48
06/11/14;4275;19269999000105;BEM SERVICOS DE LIMPEZA E CONSERVACAO LTDA;BEM SERVICOS;0000138;193392;0;20/12/14;IRPF;3;3;177,42;5914,27
06/11/14;4275;19269999000105;BEM SERVICOS DE LIMPEZA E CONSERVACAO LTDA;BEM SERVICOS;0000138;193392;0;20/12/14;IRPF;2631;11;650,57;5914,27
06/11/14;4275;19269999000105;BEM SERVICOS DE LIMPEZA E CONSERVACAO LTDA;BEM SERVICOS;0000138;193392;0;15/12/14;IRPF;5952;4,65;275,01;5914,27
06/11/14;4275;19269999000105;BEM SERVICOS DE LIMPEZA E CONSERVACAO LTDA;BEM SERVICOS;0000138;193392;0;19/12/14;IRPF;1708;1;59,14;5914,27
07/11/14;2525;53113791001790;TOTVS S.A.;TOTVS;0333151;293392;0;31/12/14;IRPF;5952;4,65;1,95;42
07/11/14;2525;53113791001790;TOTVS S.A.;TOTVS;0333152;293392;0;31/12/14;IRPF;5952;4,65;483,24;10392,17
07/11/14;2525;53113791001790;TOTVS S.A.;TOTVS;0333152;293392;0;19/12/14;IRPF;1708;1,5;155,88;10392,17
10/11/14;4445;82454018000128;ELEMEC IND MEC.MET.MONT.MANUTENCAO INDUSTRIAL LTDA;ELEMEC;0000349;193392;0;20/12/14;IRPF;2631;11;12866,67;116969,66
10/11/14;4445;82454018000128;ELEMEC IND MEC.MET.MONT.MANUTENCAO INDUSTRIAL LTDA;ELEMEC;0000349;193392;0;20/12/14;IRPF;3;5;5848,48;116969,66
10/11/14;4445;82454018000128;ELEMEC IND MEC.MET.MONT.MANUTENCAO INDUSTRIAL LTDA;ELEMEC;0000349;193392;0;15/12/14;IRPF;5952;4,65;5439,1;116969,66
12/11/14;488;57029431000106;ATLAS COPCO BRASIL LTDA;ATLAS COPCO;0093692;293391;0;20/12/14;IRPF;2631;11;361,08;3282,53
12/11/14;2473;80267255000154;THERMOTRONICS SERV TERMOGRAFICOS LTDA;THERMOTRONIC;0000780;193391;0;19/12/14;IRPF;1708;1,5;21,75;1450
12/11/14;2473;80267255000154;THERMOTRONICS SERV TERMOGRAFICOS LTDA;THERMOTRONIC;0000780;193391;0;20/12/14;IRPF;2631;11;159,5;1450
13/11/14;4052;80663958000525;COMISSARIA DE DESPACHOS NELSON SEARA HEUSI LTDA;NELSON SEARA;0002410;193394;0;28/11/14;IRPF;5952;4,65;20,2;434,34
13/11/14;4052;80663958000525;COMISSARIA DE DESPACHOS NELSON SEARA HEUSI LTDA;NELSON SEARA;0002412;193394;0;28/11/14;IRPF;5952;4,65;19,12;411,48
14/11/14;2605;09230435000105;ARAUCLIN - MEDICINA E SEGURANCA DO TRABALHO LTDA.;ARAUCLIN ME;0000529;193392;0;19/12/14;IRPF;1708;1,5;25,01;1667,39
17/11/14;1446;49928567000707;DELOITTE TOUCHE TOHMATSU AUDITORES INDEP;DELOITTE;0000693;193392;0;15/12/14;IRPF;5952;4,65;1127,27;24242,42
17/11/14;1446;49928567000707;DELOITTE TOUCHE TOHMATSU AUDITORES INDEP;DELOITTE;0000693;193392;0;19/12/14;IRPF;1708;1,5;363,64;24242,42
19/11/14;2022;05298486000100;ORGANICA LABORATORIO DE ANALISES QUIMICAS LTDA - EPP;ORGANICA;0009164;293392;0;20/12/14;IRPF;1708;1,5;42,07;2805
19/11/14;4484;19076404000197;CETRIC - CENTRAL DE TRATAMENTO DE RESIDUOS SOLIDOS, INDUSTRIAIS E COMERCIAIS;CETRIC 1;0002088;293392;0;20/12/14;IRPF;3;5;1051,29;21025,66
20/11/14;615;73859449000183;OCLE ENGENHARIA ELETRICA LTDA;OCLE;0001864;193392;0;20/12/14;IRPF;3;5;3028,82;60576,39
20/11/14;615;73859449000183;OCLE ENGENHARIA ELETRICA LTDA;OCLE;0001865;193392;0;20/12/14;IRPF;3;5;855;17100
21/11/14;1590;02013622000180;LPE COMERCIO E IMPORTAÇÃO LTDA;AUXILIAR SER;0042669;193392;0;20/12/14;IRPF;3;5;7,9;158
21/11/14;1590;02013622000180;LPE COMERCIO E IMPORTAÇÃO LTDA;AUXILIAR SER;0042670;193392;0;20/12/14;IRPF;3;5;7,9;158
21/11/14;1596;76047711000183;EMPRESA AUXILIAR DE SERVICOS GERAIS DO PARANA LTDA;AUXILIAR SG;0022430;193392;0;20/12/14;IRPF;2631;11;1170,64;12241,27
21/11/14;1596;76047711000183;EMPRESA AUXILIAR DE SERVICOS GERAIS DO PARANA LTDA;AUXILIAR SG;0022430;193392;0;19/12/14;IRPF;1708;1;122,41;12241,27
21/11/14;1596;76047711000183;EMPRESA AUXILIAR DE SERVICOS GERAIS DO PARANA LTDA;AUXILIAR SG;0022430;193392;0;31/12/14;IRPF;5952;4,65;569,22;12241,27
21/11/14;1596;76047711000183;EMPRESA AUXILIAR DE SERVICOS GERAIS DO PARANA LTDA;AUXILIAR SG;22430;193392;0;20/12/14;IRPF;3;5;612,06;12241,27
21/11/14;1596;76047711000183;EMPRESA AUXILIAR DE SERVICOS GERAIS DO PARANA LTDA;AUXILIAR SG;0022431;193392;0;20/12/14;IRPF;3;5;348,69;6973,86
21/11/14;1596;76047711000183;EMPRESA AUXILIAR DE SERVICOS GERAIS DO PARANA LTDA;AUXILIAR SG;0022431;193392;0;20/12/14;IRPF;2631;11;731,18;6973,86
21/11/14;1596;76047711000183;EMPRESA AUXILIAR DE SERVICOS GERAIS DO PARANA LTDA;AUXILIAR SG;0022431;193392;0;31/12/14;IRPF;5952;4,65;324,28;6973,86
21/11/14;1596;76047711000183;EMPRESA AUXILIAR DE SERVICOS GERAIS DO PARANA LTDA;AUXILIAR SG;0022431;193392;0;19/12/14;IRPF;1708;1;69,74;6973,86
21/11/14;1738;76764448000143;EMPRESA AUXILIAR DE SEGURANÇA LTDA;AUXILIAR SEG;0008148;193392;0;20/12/14;IRPF;2631;11;2089,23;18993,01
21/11/14;1738;76764448000143;EMPRESA AUXILIAR DE SEGURANÇA LTDA;AUXILIAR SEG;0008148;193392;0;19/12/14;IRPF;1708;1;189,93;18993,01
21/11/14;1738;76764448000143;EMPRESA AUXILIAR DE SEGURANÇA LTDA;AUXILIAR SEG;0008148;193392;0;20/12/14;IRPF;3;5;949,65;18993,01
21/11/14;1738;76764448000143;EMPRESA AUXILIAR DE SEGURANÇA LTDA;AUXILIAR SEG;0008148;193392;0;31/12/14;IRPF;5952;4,65;883,17;18993,01
24/11/14;564;02548657000113;BECKER FLORES PIOLI & KISHINO - SOCIEDADE DE ADVOGADOS - EPP;RICARDO BECK;0001590;193392;0;19/12/14;IRPF;1708;1,5;143,49;9565,45
24/11/14;564;02548657000113;BECKER FLORES PIOLI & KISHINO - SOCIEDADE DE ADVOGADOS - EPP;RICARDO BECK;0001590;193392;0;31/12/14;IRPF;5952;4,65;444,78;9565,45
25/11/14;4445;82454018000128;ELEMEC IND MEC.MET.MONT.MANUTENCAO INDUSTRIAL LTDA;ELEMEC;0000357;193392;0;31/12/14;IRPF;5952;4,65;6526,91;140363,59
25/11/14;4445;82454018000128;ELEMEC IND MEC.MET.MONT.MANUTENCAO INDUSTRIAL LTDA;ELEMEC;0000357;193392;0;20/12/14;IRPF;3;5;7018,18;140363,59
25/11/14;4445;82454018000128;ELEMEC IND MEC.MET.MONT.MANUTENCAO INDUSTRIAL LTDA;ELEMEC;0000357;193392;0;20/12/14;IRPF;2631;11;15439,99;140363,59
27/11/14;4250;82497587000150;DON RAPHAEL CONSTRUÇÕES CIVIS LTDA;DON RAPHAEL;0000049;193392;0;20/12/14;IRPF;2631;11;302,5;5500
27/11/14;4250;82497587000150;DON RAPHAEL CONSTRUÇÕES CIVIS LTDA;DON RAPHAEL;0000051;193392;0;20/12/14;IRPF;2631;11;4950;90000
27/11/14;4250;82497587000150;DON RAPHAEL CONSTRUÇÕES CIVIS LTDA;DON RAPHAEL;0000052;193392;0;20/12/14;IRPF;2631;11;212,27;3859,5
27/11/14;4250;82497587000150;DON RAPHAEL CONSTRUÇÕES CIVIS LTDA;DON RAPHAEL;0000053;193392;0;20/12/14;IRPF;2631;11;71,5;1300
28/11/14;4361;14061165000188;GUINDASTES BR LOCAÇÕES LTDA;GUINDASTES B;0000641;193392;0;20/12/14;IRPF;3;4,61;1386,69;30080
28/11/14;4379;20014456000118;DIOGO RAPHAEL LOPES EIRELI ME;DIOGO RAPHA;0000017;193392;0;19/12/14;IRPF;1708;1,5;36,37;2425
05/12/14;4052;80663958000525;COMISSARIA DE DESPACHOS NELSON SEARA HEUSI LTDA;NELSON SEARA;0003193;193394;0;31/12/14;IRPF;5952;4,65;19,13;411,48
05/12/14;4052;80663958000525;COMISSARIA DE DESPACHOS NELSON SEARA HEUSI LTDA;NELSON SEARA;0003194;193394;0;31/12/14;IRPF;5952;4,65;19,13;411,48
08/12/14;4052;80663958000525;COMISSARIA DE DESPACHOS NELSON SEARA HEUSI LTDA;NELSON SEARA;0003191;193394;0;31/12/14;IRPF;5952;4,65;250,7;411,48
10/12/14;1596;76047711000183;EMPRESA AUXILIAR DE SERVICOS GERAIS DO PARANA LTDA;AUXILIAR SG;0022492;193392;0;31/12/14;IRPF;5952;4,65;569,22;12241,27
10/12/14;1596;76047711000183;EMPRESA AUXILIAR DE SERVICOS GERAIS DO PARANA LTDA;AUXILIAR SG;0022492;193392;0;20/01/15;IRPF;1708;1;122,41;12241,27
10/12/14;1596;76047711000183;EMPRESA AUXILIAR DE SERVICOS GERAIS DO PARANA LTDA;AUXILIAR SG;0022492;193392;0;20/01/15;IRPF;2631;11;1170,64;12241,27
10/12/14;1596;76047711000183;EMPRESA AUXILIAR DE SERVICOS GERAIS DO PARANA LTDA;AUXILIAR SG;0022492;193392;0;20/01/15;IRPF;3;5;612,06;12241,27
12/12/14;1039;01619385000132;HSM DO BRASIL LTDA;HSM;0027034;293392;0;31/12/14;IRPF;5952;4,65;480,58;62010
12/12/14;1039;01619385000132;HSM DO BRASIL LTDA;HSM;0027034;293392;0;20/01/15;IRPF;1708;1,5;155,03;62010
12/12/14;1039;01619385000132;HSM DO BRASIL LTDA;HSM;0027034;293392;0;31/01/15;IRPF;5952;4,65;480,58;62010
12/12/14;1039;01619385000132;HSM DO BRASIL LTDA;HSM;0027034;293392;0;20/03/15;IRPF;1708;1,5;155,03;62010
12/12/14;1039;01619385000132;HSM DO BRASIL LTDA;HSM;0027034;293392;0;28/02/15;IRPF;5952;4,65;480,58;62010
12/12/14;1039;01619385000132;HSM DO BRASIL LTDA;HSM;0027034;293392;0;20/04/15;IRPF;1708;1,5;155,03;62010
12/12/14;1039;01619385000132;HSM DO BRASIL LTDA;HSM;0027034;293392;0;31/03/15;IRPF;5952;4,65;480,58;62010
12/12/14;1039;01619385000132;HSM DO BRASIL LTDA;HSM;0027034;293392;0;20/06/15;IRPF;1708;1,5;155,03;62010
12/12/14;1039;01619385000132;HSM DO BRASIL LTDA;HSM;0027034;293392;0;20/01/15;IRPF;1708;1,5;155,03;62010
12/12/14;1039;01619385000132;HSM DO BRASIL LTDA;HSM;0027034;293392;0;31/05/15;IRPF;5952;4,65;480,58;62010
12/12/14;1039;01619385000132;HSM DO BRASIL LTDA;HSM;0027034;293392;0;30/04/15;IRPF;5952;4,65;480,58;62010
12/12/14;1039;01619385000132;HSM DO BRASIL LTDA;HSM;0027034;293392;0;20/05/15;IRPF;1708;1,5;155,03;62010
12/12/14;2525;53113791001790;TOTVS S.A.;TOTVS;0338934;293392;0;20/01/15;IRPF;1708;1,5;159,31;10620,49
12/12/14;2525;53113791001790;TOTVS S.A.;TOTVS;0338934;293392;0;31/01/15;IRPF;5952;4,65;495,79;10620,49
12/12/14;2752;80534423000120;SOFHAR GESTAO E TECNOLOGIA LTDA;SOFHAR;0006288;193392;0;20/01/15;IRPF;1708;1,5;14,96;997,16
12/12/14;4002;04055601000152;BECOMEX CONSULTORIA LTDA;BECOMEX;0007752;293392;0;20/01/15;IRPF;1708;1,5;295,57;19704,43
12/12/14;4002;04055601000152;BECOMEX CONSULTORIA LTDA;BECOMEX;0007752;293392;0;15/01/15;IRPF;5952;4,65;916,25;19704,43
15/12/14;488;57029431000106;ATLAS COPCO BRASIL LTDA;ATLAS COPCO;0094981;293391;0;20/01/15;IRPF;2631;11;361,08;3282,52
17/12/14;1590;02013622000180;LPE COMERCIO E IMPORTAÇÃO LTDA;AUXILIAR SER;0043533;193392;0;20/01/15;IRPF;3;5;7,9;158
17/12/14;1590;02013622000180;LPE COMERCIO E IMPORTAÇÃO LTDA;AUXILIAR SER;0043534;193392;0;20/01/15;IRPF;3;5;7,9;158
18/12/14;2022;05298486000100;ORGANICA LABORATORIO DE ANALISES QUIMICAS LTDA - EPP;ORGANICA;0009209;293392;0;20/01/15;IRPF;1708;1,5;42,07;2805
19/12/14;4409;01097735000148;HARBOR INFORMATICA INDUTRIAL LTDA;HARBOR;0000379;293392;0;15/02/15;IRPF;5952;4,65;325,37;6997,2
19/12/14;4409;01097735000148;HARBOR INFORMATICA INDUTRIAL LTDA;HARBOR;0000379;293392;0;20/01/15;IRPF;1708;1,5;104,96;6997,2
22/12/14;4484;19076404000197;CETRIC - CENTRAL DE TRATAMENTO DE RESIDUOS SOLIDOS, INDUSTRIAIS E COMERCIAIS;CETRIC 1;0003152;293392;0;20/01/15;IRPF;3;5;1021,42;20428,32
22/12/14;4531;27487782000191;ONDA ENERGIA E SISTEMAS;ONDA;0000254;193392;0;20/01/15;IRPF;2631;11;441;12600
22/12/14;4531;27487782000191;ONDA ENERGIA E SISTEMAS;ONDA;0000254;193392;0;20/01/15;IRPF;3;5;630;12600
29/12/14;1738;76764448000143;EMPRESA AUXILIAR DE SEGURANÇA LTDA;AUXILIAR SEG;0008352;193392;0;31/01/15;IRPF;5952;4,65;883,17;18993,01
29/12/14;1738;76764448000143;EMPRESA AUXILIAR DE SEGURANÇA LTDA;AUXILIAR SEG;0008352;193392;0;20/01/15;IRPF;3;5;949,65;18993,01
29/12/14;1738;76764448000143;EMPRESA AUXILIAR DE SEGURANÇA LTDA;AUXILIAR SEG;0008352;193392;0;20/01/15;IRPF;2631;11;2089,23;18993,01
29/12/14;1738;76764448000143;EMPRESA AUXILIAR DE SEGURANÇA LTDA;AUXILIAR SEG;0008352;193392;0;20/01/15;IRPF;1708;1;189,93;18993,01
01/01/15;3586;14650011000121;ATELIWARE SOFTWARE LTDA;ATELIWARE SO;0000886;193392;0;20/02/15;IRPF;1708;1,5;23,63;1575,42
05/01/15;3430;13437266000148;ABAITI SERVICOS LTDA - EPP;ABAITI 1;0003572;193392;0;20/02/15;IRPF;3;5;585;11700
06/01/15;3430;13437266000148;ABAITI SERVICOS LTDA - EPP;ABAITI 1;0003573;193392;0;20/02/15;IRPF;3;5;9,75;195
07/01/15;4002;04055601000152;BECOMEX CONSULTORIA LTDA;BECOMEX;0007946;293392;0;15/02/15;IRPF;5952;4,65;916,25;19704,43
07/01/15;4002;04055601000152;BECOMEX CONSULTORIA LTDA;BECOMEX;0007946;293392;0;15/02/15;IRPF;1708;1,5;295,57;19704,43
08/01/15;1596;76047711000183;EMPRESA AUXILIAR DE SERVICOS GERAIS DO PARANA LTDA;AUXILIAR SG;0023607;193392;0;20/02/15;IRPF;2631;11;731,18;6973,86
08/01/15;1596;76047711000183;EMPRESA AUXILIAR DE SERVICOS GERAIS DO PARANA LTDA;AUXILIAR SG;0023607;193392;0;20/02/15;IRPF;1708;1;69,74;6973,86
08/01/15;1596;76047711000183;EMPRESA AUXILIAR DE SERVICOS GERAIS DO PARANA LTDA;AUXILIAR SG;0023607;193392;0;20/02/15;IRPF;3;5;348,69;6973,86
08/01/15;1596;76047711000183;EMPRESA AUXILIAR DE SERVICOS GERAIS DO PARANA LTDA;AUXILIAR SG;0023607;193392;0;28/02/15;IRPF;5952;4,65;324,29;6973,86
08/01/15;4408;76616218000137;SCI SISTEMAS DE PREVENCAO DE INCENDIO LTDA;SCI SISTEMAS;0000811;193392;0;20/02/15;IRPF;3;5;87,34;1746,8
09/01/15;2605;09230435000105;ARAUCLIN - MEDICINA E SEGURANCA DO TRABALHO LTDA.;ARAUCLIN ME;0001135;193392;0;20/02/15;IRPF;1708;1,5;13,53;901,95
09/01/15;4565;03344976000170;QUALIENGE SERVIÇOS DE ENGENHARIA LTDA;QUALIENGE;0000133;193392;0;20/02/15;IRPF;1708;1,5;23,62;3150
09/01/15;4565;03344976000170;QUALIENGE SERVIÇOS DE ENGENHARIA LTDA;QUALIENGE;0000133;193392;0;20/02/15;IRPF;1708;1,5;23,63;3150
12/01/15;2022;05298486000100;ORGANICA LABORATORIO DE ANALISES QUIMICAS LTDA - EPP;ORGANICA;0009269;293392;0;20/02/15;IRPF;1708;1,5;42,07;2805
12/01/15;2525;53113791001790;TOTVS S.A.;TOTVS;0344752;293392;0;28/02/15;IRPF;5952;4,65;493,87;10620,49
12/01/15;2525;53113791001790;TOTVS S.A.;TOTVS;0344752;293392;0;20/02/15;IRPF;1708;1,5;159,31;10620,49
12/01/15;2525;53113791001790;TOTVS S.A.;TOTVS;0348915;293392;0;15/02/15;IRPF;5952;4,65;1,77;38,16
12/01/15;4489;12875706000186;V F N & CIA LTDA;MAKEUP;0000293;193392;0;20/02/15;IRPF;3;5;760,5;15210
12/01/15;4513;17613460000198;GIRASOLE CONSULTORIA;GIRASOLE;0000017;193392;0;20/02/15;IRPF;1708;1,5;20,95;1397
13/01/15;4275;19269999000105;BEM SERVICOS DE LIMPEZA E CONSERVACAO LTDA;BEM SERVICOS;0000232;193392;0;20/02/15;IRPF;1708;1;59,14;5914,27
13/01/15;4275;19269999000105;BEM SERVICOS DE LIMPEZA E CONSERVACAO LTDA;BEM SERVICOS;0000232;193392;0;20/02/15;IRPF;2631;11;650,56;5914,27
13/01/15;4275;19269999000105;BEM SERVICOS DE LIMPEZA E CONSERVACAO LTDA;BEM SERVICOS;0000232;193392;0;20/02/15;IRPF;3;2;118,28;5914,27
13/01/15;4275;19269999000105;BEM SERVICOS DE LIMPEZA E CONSERVACAO LTDA;BEM SERVICOS;0000232;193392;0;15/02/15;IRPF;5952;4,65;275;5914,27
13/01/15;4573;04740826000148;GATI TECNOLOGIA DA INFORMAÇÃO LTDA;GATI TECNOLO;0005599;293392;0;20/02/15;IRPF;1708;1,5;227,69;15179,09
13/01/15;4573;04740826000148;GATI TECNOLOGIA DA INFORMAÇÃO LTDA;GATI TECNOLO;0005599;293392;0;15/02/15;IRPF;5952;4,65;705,83;15179,09
14/01/15;488;57029431000106;ATLAS COPCO BRASIL LTDA;ATLAS COPCO;0095846;293391;0;20/02/15;IRPF;2631;11;361,08;3282,53
14/01/15;1590;02013622000180;LPE COMERCIO E IMPORTAÇÃO LTDA;AUXILIAR SER;0044446;193392;0;20/02/15;IRPF;3;5;7,9;158
14/01/15;1590;02013622000180;LPE COMERCIO E IMPORTAÇÃO LTDA;AUXILIAR SER;0044447;193392;0;20/02/15;IRPF;3;5;7,9;158
14/01/15;4250;82497587000150;DON RAPHAEL CONSTRUÇÕES CIVIS LTDA;DON RAPHAEL;0000067;193392;0;20/02/15;IRPF;2631;11;115,5;2100
14/01/15;4566;13383522000161;ICETECH SOLUÇÕES EM JATEAMENTO LTDA;ICETECH;0000204;193391;0;20/02/15;IRPF;1708;1;46,75;4675
16/01/15;1596;76047711000183;EMPRESA AUXILIAR DE SERVICOS GERAIS DO PARANA LTDA;AUXILIAR SG;0023606;193392;0;20/02/15;IRPF;3;5;612,06;12241,27
16/01/15;1596;76047711000183;EMPRESA AUXILIAR DE SERVICOS GERAIS DO PARANA LTDA;AUXILIAR SG;0023606;193392;0;28/02/15;IRPF;5952;4,65;569,22;12241,27
16/01/15;1596;76047711000183;EMPRESA AUXILIAR DE SERVICOS GERAIS DO PARANA LTDA;AUXILIAR SG;0023606;193392;0;20/02/15;IRPF;1708;1;122,41;12241,27
16/01/15;1596;76047711000183;EMPRESA AUXILIAR DE SERVICOS GERAIS DO PARANA LTDA;AUXILIAR SG;0023606;193392;0;20/02/15;IRPF;2631;11;1170,64;12241,27
16/01/15;1738;76764448000143;EMPRESA AUXILIAR DE SEGURANÇA LTDA;AUXILIAR SEG;0008550;193392;0;28/02/15;IRPF;5952;4,65;883,17;18993,01
16/01/15;1738;76764448000143;EMPRESA AUXILIAR DE SEGURANÇA LTDA;AUXILIAR SEG;0008550;193392;0;20/02/15;IRPF;2631;11;2089,23;18993,01
16/01/15;1738;76764448000143;EMPRESA AUXILIAR DE SEGURANÇA LTDA;AUXILIAR SEG;0008550;193392;0;20/02/15;IRPF;3;5;949,65;18993,01
16/01/15;1738;76764448000143;EMPRESA AUXILIAR DE SEGURANÇA LTDA;AUXILIAR SEG;0008550;193392;0;20/02/15;IRPF;1708;1;189,93;18993,01
16/01/15;2031;04290515000124;GARDEN HOUSE JARDINAGEM LTDA;GARDEN HOUSE;0000535;193392;0;20/02/15;IRPF;2631;11;660,74;3003,4
16/01/15;2031;04290515000124;GARDEN HOUSE JARDINAGEM LTDA;GARDEN HOUSE;0000535;193392;0;20/02/15;IRPF;3;5;300,34;3003,4
16/01/15;4379;20014456000118;DIOGO RAPHAEL LOPES EIRELI ME;DIOGO RAPHA;0000019;193392;0;20/02/15;IRPF;1708;1,5;61,69;4112,8
16/01/15;4484;19076404000197;CETRIC - CENTRAL DE TRATAMENTO DE RESIDUOS SOLIDOS, INDUSTRIAIS E COMERCIAIS;CETRIC 1;0004261;293392;0;20/02/15;IRPF;3;5;1276,78;25535,64
16/01/15;4489;12875706000186;V F N & CIA LTDA;MAKEUP;0000237;193392;0;20/02/15;IRPF;3;5;147,25;2945
16/01/15;4489;12875706000186;V F N & CIA LTDA;MAKEUP;0000298;193392;0;20/02/15;IRPF;3;5;185;3700
19/01/15;2284;73335929000145;COMERCIO DE TINTAS PIQUIRI LTDA - EPP;PIQUIRI;0000506;193392;0;20/02/15;IRPF;3;4,61;263,81;5722,5
20/01/15;1446;49928567000707;DELOITTE TOUCHE TOHMATSU AUDITORES INDEP;DELOITTE;0000825;193392;0;20/02/15;IRPF;1708;1,5;363,64;24242,42
20/01/15;1446;49928567000707;DELOITTE TOUCHE TOHMATSU AUDITORES INDEP;DELOITTE;0000825;193392;0;13/02/15;IRPF;5952;4,65;1127,27;24242,42
20/01/15;2284;73335929000145;COMERCIO DE TINTAS PIQUIRI LTDA - EPP;PIQUIRI;0000508;193392;0;20/02/15;IRPF;3;4,61;363,36;7882
20/01/15;2284;73335929000145;COMERCIO DE TINTAS PIQUIRI LTDA - EPP;PIQUIRI;0000511;193392;0;20/02/15;IRPF;3;4,61;374,33;8120
23/01/15;615;73859449000183;OCLE ENGENHARIA ELETRICA LTDA;OCLE;0001978;193392;0;20/02/15;IRPF;3;5;1400;28000
23/01/15;3098;04523560000181;PLUS SANTE EMERGENCIAS MEDICAS LTDA;PLUS SANTE;0036811;193392;0;20/02/15;IRPF;1708;1,5;45,03;3001,92
26/01/15;4052;80663958000525;COMISSARIA DE DESPACHOS NELSON SEARA HEUSI LTDA;NELSON SEARA;0003274;193394;0;13/02/15;IRPF;5952;4,65;354,33;7620,1
27/01/15;564;02548657000113;BECKER FLORES PIOLI & KISHINO - SOCIEDADE DE ADVOGADOS - EPP;RICARDO BECK;0001732;193392;0;20/02/15;IRPF;1708;1,5;148,75;9917
27/01/15;564;02548657000113;BECKER FLORES PIOLI & KISHINO - SOCIEDADE DE ADVOGADOS - EPP;RICARDO BECK;0001732;193392;0;27/02/15;IRPF;5952;4,65;461,14;9917
29/01/15;1738;76764448000143;EMPRESA AUXILIAR DE SEGURANÇA LTDA;AUXILIAR SEG;0008596;193392;0;27/02/15;IRPF;5952;4,65;83,36;1792,8
29/01/15;1738;76764448000143;EMPRESA AUXILIAR DE SEGURANÇA LTDA;AUXILIAR SEG;0008596;193392;0;20/02/15;IRPF;3;5;89,64;1792,8
29/01/15;1738;76764448000143;EMPRESA AUXILIAR DE SEGURANÇA LTDA;AUXILIAR SEG;0008596;193392;0;20/02/15;IRPF;1708;1;17,93;1792,8
29/01/15;1738;76764448000143;EMPRESA AUXILIAR DE SEGURANÇA LTDA;AUXILIAR SEG;0008596;193392;0;20/02/15;IRPF;2631;11;197,21;1792,8
29/01/15;3190;07705217000146;RR PINTURAS LTDA;RR PINTURAS;0000078;193392;0;20/02/15;IRPF;3;5;182;3640
29/01/15;3190;07705217000146;RR PINTURAS LTDA;RR PINTURAS;0000079;193392;0;20/02/15;IRPF;3;5;590;11800
02/02/15;3138;01914765000108;BTS FEIRAS EVENTOS E EDITORA LTDA;BTS FEIRAS;0148561;293392;0;04/02/15;IRPF;5952;4,65;648,9;13955
02/02/15;3138;01914765000108;BTS FEIRAS EVENTOS E EDITORA LTDA;BTS FEIRAS;0148561;293392;0;04/02/15;IRPF;1708;1,5;209,32;13955
02/02/15;3586;14650011000121;ATELIWARE SOFTWARE LTDA;ATELIWARE SO;0000916;193392;0;20/03/15;IRPF;1708;1,5;55,57;3704,97
02/02/15;3699;05784056000106;MAQMOTOR MANUTENCAO EM MAQUINAS E MOTORES LTDA;MAQMOTOR;0000288;193391;0;20/03/15;IRPF;3;5;659,78;13195,65
02/02/15;4363;05888811000194;ZACHARIAS ASSESSORIA MEDICO PERICIAL LTDA;ZACHARIAS AS;0001222;193392;0;11/02/15;IRPF;1708;1,5;18,75;1250
03/02/15;4484;19076404000197;CETRIC - CENTRAL DE TRATAMENTO DE RESIDUOS SOLIDOS, INDUSTRIAIS E COMERCIAIS;CETRIC 1;0004854;293392;0;20/03/15;IRPF;3;5;1575,57;31511,3
05/02/15;3043;06370135000125;INVESTVAGA CONSULTORIA DE RH LTDA ME;INVESTVAGA;0000941;193392;0;20/03/15;IRPF;1708;1,5;48,62;3241,62
05/02/15;4002;04055601000152;BECOMEX CONSULTORIA LTDA;BECOMEX;0008312;293392;0;20/03/15;IRPF;1708;1,5;270,94;18062,4
05/02/15;4002;04055601000152;BECOMEX CONSULTORIA LTDA;BECOMEX;0008312;293392;0;13/03/15;IRPF;5952;4,65;839,9;18062,4
05/02/15;4275;19269999000105;BEM SERVICOS DE LIMPEZA E CONSERVACAO LTDA;BEM SERVICOS;0000254;193392;0;20/03/15;IRPF;2631;11;650,57;5914,27
05/02/15;4275;19269999000105;BEM SERVICOS DE LIMPEZA E CONSERVACAO LTDA;BEM SERVICOS;0000254;193392;0;20/03/15;IRPF;1708;1;59,14;5914,27
05/02/15;4275;19269999000105;BEM SERVICOS DE LIMPEZA E CONSERVACAO LTDA;BEM SERVICOS;0000254;193392;0;20/03/15;IRPF;3;2;118,29;5914,27
05/02/15;4275;19269999000105;BEM SERVICOS DE LIMPEZA E CONSERVACAO LTDA;BEM SERVICOS;0000254;193392;0;13/03/15;IRPF;5952;4,65;275,01;5914,27
